cartodb_id,name,title,the_geom,pic1,pic2,pic3,pic4,pic5,pic1_thumb,pic2_thumb,pic3_thumb,pic4_thumb,pic5_thumb,iframe_thumb,iframe,description,place,datebegin,dateend,link,linktext
24,Design Consulting,THex,0101000020E6100000EE83038C34F65BC099C89ACBEC614440,images/tb_web_gd.jpg,images/tb_web_aerials.jpg,images/tb_web_illustration.jpg,images/tb_web_rosefarm1.jpg,images/tb_web_granary2.jpg,images/thumbs/tb_web_gd.jpg,images/thumbs/tb_web_aerials.jpg,images/thumbs/tb_web_illustration.jpg,images/thumbs/tb_web_rosefarm1.jpg,images/thumbs/tb_web_granary2.jpg,,,"From pixels to geography, I apply quantitative and qualitative inputs with equal reverence. This timeline is an interactive CV best viewed in Firefox, and is available on GitHub. ",Remote,1996-01-01 00:33:16+00,2016-12-30 00:33:36+00,https://github.com/tbushman/pu.bli.sh,Go to GitHub
